,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
6976,Group 3,task-34205,Resource09,T04 Determine confirmation of receipt,2011-07-28 15:25:00.933000+02:00,complete,2011-06-14 01:06:40.020000+02:00,Resource14,2011-08-09 01:06:40.020000+02:00,General,Group 5,case-8710,2011-08-09 01:06:40+02:00,Internet,2011-09-13 12:17:12.615000+02:00
6977,Group 2,task-34210,Resource09,T05 Print and send confirmation of receipt,2011-07-28 15:25:38.412000+02:00,complete,2011-06-14 01:06:40.020000+02:00,Resource14,2011-08-09 01:06:40.020000+02:00,General,Group 5,case-8710,2011-08-09 01:06:40+02:00,Internet,2011-09-13 12:17:12.615000+02:00
6978,EMPTY,task-32987,Resource06,Confirmation of receipt,2011-07-28 11:53:35.431000+02:00,complete,2011-05-11 01:06:40.020000+02:00,Resource06,2011-07-28 01:06:40.020000+02:00,General,Group 5,case-8728,2011-07-28 01:06:40+02:00,Internet,2011-07-29 10:25:34.265000+02:00
6979,Group 4,task-34021,Resource06,T02 Check confirmation of receipt,2011-07-28 11:59:17.324000+02:00,complete,2011-05-11 01:06:40.020000+02:00,Resource06,2011-07-28 01:06:40.020000+02:00,General,Group 5,case-8728,2011-07-28 01:06:40+02:00,Internet,2011-07-29 10:25:34.265000+02:00
6980,Group 3,task-34027,Resource06,T04 Determine confirmation of receipt,2011-07-28 11:59:34.415000+02:00,complete,2011-05-11 01:06:40.020000+02:00,Resource06,2011-07-28 01:06:40.020000+02:00,General,Group 5,case-8728,2011-07-28 01:06:40+02:00,Internet,2011-07-29 10:25:34.265000+02:00
6981,Group 2,task-34028,Resource06,T05 Print and send confirmation of receipt,2011-07-28 12:01:25.616000+02:00,complete,2011-05-11 01:06:40.020000+02:00,Resource06,2011-07-28 01:06:40.020000+02:00,General,Group 5,case-8728,2011-07-28 01:06:40+02:00,Internet,2011-07-29 10:25:34.265000+02:00
6982,Group 1,task-34022,Resource06,T06 Determine necessity of stop advice,2011-07-28 12:01:42.793000+02:00,complete,2011-05-11 01:06:40.020000+02:00,Resource06,2011-07-28 01:06:40.020000+02:00,General,Group 5,case-8728,2011-07-28 01:06:40+02:00,Internet,2011-07-29 10:25:34.265000+02:00
6983,Group 1,task-34029,Resource06,T10 Determine necessity to stop indication,2011-07-28 12:03:05.144000+02:00,complete,2011-05-11 01:06:40.020000+02:00,Resource06,2011-07-28 01:06:40.020000+02:00,General,Group 5,case-8728,2011-07-28 01:06:40+02:00,Internet,2011-07-29 10:25:34.265000+02:00
6984,EMPTY,task-33113,Resource06,Confirmation of receipt,2011-08-25 12:49:35.899000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource06,2011-08-10 01:06:40.020000+02:00,General,Group 5,case-8733,2011-08-10 01:06:40+02:00,Internet,2011-09-02 11:43:53.132000+02:00
6985,Group 1,task-37127,Resource06,T06 Determine necessity of stop advice,2011-08-25 12:49:57.360000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource06,2011-08-10 01:06:40.020000+02:00,General,Group 5,case-8733,2011-08-10 01:06:40+02:00,Internet,2011-09-02 11:43:53.132000+02:00
6986,Group 4,task-37126,Resource06,T02 Check confirmation of receipt,2011-08-25 12:50:35.211000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource06,2011-08-10 01:06:40.020000+02:00,General,Group 5,case-8733,2011-08-10 01:06:40+02:00,Internet,2011-09-02 11:43:53.132000+02:00
6987,Group 3,task-37129,Resource06,T04 Determine confirmation of receipt,2011-08-25 12:50:50.892000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource06,2011-08-10 01:06:40.020000+02:00,General,Group 5,case-8733,2011-08-10 01:06:40+02:00,Internet,2011-09-02 11:43:53.132000+02:00
6988,Group 2,task-37130,Resource06,T05 Print and send confirmation of receipt,2011-08-25 12:51:08.015000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource06,2011-08-10 01:06:40.020000+02:00,General,Group 5,case-8733,2011-08-10 01:06:40+02:00,Internet,2011-09-02 11:43:53.132000+02:00
6989,Group 1,task-37128,Resource06,T10 Determine necessity to stop indication,2011-08-25 12:51:30.158000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource06,2011-08-10 01:06:40.020000+02:00,General,Group 5,case-8733,2011-08-10 01:06:40+02:00,Internet,2011-09-02 11:43:53.132000+02:00
6990,EMPTY,task-33165,Resource04,Confirmation of receipt,2011-07-26 14:51:10.078000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource04,2011-10-05 01:06:40.020000+02:00,General,Group 5,case-8734,2011-10-05 01:06:40+02:00,Internet,2011-09-08 10:31:27.899000+02:00
6991,Group 4,task-33522,Resource04,T02 Check confirmation of receipt,2011-07-26 14:51:32.693000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource04,2011-10-05 01:06:40.020000+02:00,General,Group 5,case-8734,2011-10-05 01:06:40+02:00,Internet,2011-09-08 10:31:27.899000+02:00
6992,Group 3,task-33524,Resource04,T04 Determine confirmation of receipt,2011-07-26 14:51:50.229000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource04,2011-10-05 01:06:40.020000+02:00,General,Group 5,case-8734,2011-10-05 01:06:40+02:00,Internet,2011-09-08 10:31:27.899000+02:00
6993,Group 2,task-33525,Resource04,T05 Print and send confirmation of receipt,2011-07-26 14:52:09.681000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource04,2011-10-05 01:06:40.020000+02:00,General,Group 5,case-8734,2011-10-05 01:06:40+02:00,Internet,2011-09-08 10:31:27.899000+02:00
6994,Group 1,task-33523,Resource04,T06 Determine necessity of stop advice,2011-07-26 14:52:24.125000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource04,2011-10-05 01:06:40.020000+02:00,General,Group 5,case-8734,2011-10-05 01:06:40+02:00,Internet,2011-09-08 10:31:27.899000+02:00
6995,Group 1,task-33526,Resource04,T10 Determine necessity to stop indication,2011-07-26 14:52:45.806000+02:00,complete,2011-06-15 01:06:40.020000+02:00,Resource04,2011-10-05 01:06:40.020000+02:00,General,Group 5,case-8734,2011-10-05 01:06:40+02:00,Internet,2011-09-08 10:31:27.899000+02:00
6996,Group 1,task-33173,Resource27,Confirmation of receipt,2011-07-22 08:57:13.058000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource02,2011-10-24 01:06:40.020000+02:00,General,Group 5,case-8742,2011-10-24 01:06:40+02:00,Internet,2011-10-03 15:53:03.902000+02:00
6997,EMPTY,task-33174,Resource02,T02 Check confirmation of receipt,2011-08-10 11:07:05.646000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource02,2011-10-24 01:06:40.020000+02:00,General,Group 5,case-8742,2011-10-24 01:06:40+02:00,Internet,2011-10-03 15:53:03.902000+02:00
6998,Group 3,task-36037,Resource02,T04 Determine confirmation of receipt,2011-08-10 11:07:31.882000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource02,2011-10-24 01:06:40.020000+02:00,General,Group 5,case-8742,2011-10-24 01:06:40+02:00,Internet,2011-10-03 15:53:03.902000+02:00
6999,Group 2,task-36038,Resource02,T05 Print and send confirmation of receipt,2011-08-10 11:08:02.606000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource02,2011-10-24 01:06:40.020000+02:00,General,Group 5,case-8742,2011-10-24 01:06:40+02:00,Internet,2011-10-03 15:53:03.902000+02:00
7000,Group 1,task-33175,Resource02,T06 Determine necessity of stop advice,2011-08-10 11:09:41.491000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource02,2011-10-24 01:06:40.020000+02:00,General,Group 5,case-8742,2011-10-24 01:06:40+02:00,Internet,2011-10-03 15:53:03.902000+02:00
7001,Group 1,task-36039,Resource02,T10 Determine necessity to stop indication,2011-08-10 11:11:02.328000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource02,2011-10-24 01:06:40.020000+02:00,General,Group 5,case-8742,2011-10-24 01:06:40+02:00,Internet,2011-10-03 15:53:03.902000+02:00
7002,Group 1,task-33176,Resource27,Confirmation of receipt,2011-07-22 09:15:19.798000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource14,2011-09-12 00:00:00.020000+02:00,General,Group 5,case-8743,2011-09-12 00:00:00+02:00,Internet,
7003,EMPTY,task-33177,Resource14,T02 Check confirmation of receipt,2011-08-17 13:48:11.103000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource14,2011-09-12 00:00:00.020000+02:00,General,Group 5,case-8743,2011-09-12 00:00:00+02:00,Internet,
7004,EMPTY,task-36640,Resource14,T04 Determine confirmation of receipt,2011-09-05 10:55:43.211000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource14,2011-09-12 00:00:00.020000+02:00,General,Group 5,case-8743,2011-09-12 00:00:00+02:00,Internet,
7005,Group 2,task-38002,Resource14,T05 Print and send confirmation of receipt,2011-09-05 10:56:06.769000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource14,2011-09-12 00:00:00.020000+02:00,General,Group 5,case-8743,2011-09-12 00:00:00+02:00,Internet,
7006,Group 1,task-33178,Resource14,T06 Determine necessity of stop advice,2011-09-05 10:56:26.855000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource14,2011-09-12 00:00:00.020000+02:00,General,Group 5,case-8743,2011-09-12 00:00:00+02:00,Internet,
7007,Group 1,task-38003,Resource14,T10 Determine necessity to stop indication,2011-09-05 10:56:48.811000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource14,2011-09-12 00:00:00.020000+02:00,General,Group 5,case-8743,2011-09-12 00:00:00+02:00,Internet,
7008,Group 1,task-33181,Resource27,Confirmation of receipt,2011-07-22 09:33:26.440000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource13,2011-09-12 01:06:40.020000+02:00,General,Group 5,case-8744,2011-09-12 01:06:40+02:00,Internet,2011-08-17 13:39:47.957000+02:00
7009,EMPTY,task-33183,Resource13,T02 Check confirmation of receipt,2011-08-01 20:50:37.967000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource13,2011-09-12 01:06:40.020000+02:00,General,Group 5,case-8744,2011-09-12 01:06:40+02:00,Internet,2011-08-17 13:39:47.957000+02:00
7010,EMPTY,task-34790,Resource13,T04 Determine confirmation of receipt,2011-08-01 20:51:16.837000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource13,2011-09-12 01:06:40.020000+02:00,General,Group 5,case-8744,2011-09-12 01:06:40+02:00,Internet,2011-08-17 13:39:47.957000+02:00
7011,EMPTY,task-34791,Resource13,T05 Print and send confirmation of receipt,2011-08-01 20:51:59.169000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource13,2011-09-12 01:06:40.020000+02:00,General,Group 5,case-8744,2011-09-12 01:06:40+02:00,Internet,2011-08-17 13:39:47.957000+02:00
7012,EMPTY,task-33184,Resource13,T06 Determine necessity of stop advice,2011-08-01 20:52:31.652000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource13,2011-09-12 01:06:40.020000+02:00,General,Group 5,case-8744,2011-09-12 01:06:40+02:00,Internet,2011-08-17 13:39:47.957000+02:00
7013,Group 1,task-34792,Resource13,T10 Determine necessity to stop indication,2011-08-01 20:52:51.809000+02:00,complete,2011-07-18 01:06:40.020000+02:00,Resource13,2011-09-12 01:06:40.020000+02:00,General,Group 5,case-8744,2011-09-12 01:06:40+02:00,Internet,2011-08-17 13:39:47.957000+02:00
7014,EMPTY,task-33192,Resource06,Confirmation of receipt,2011-08-22 12:23:15.787000+02:00,complete,2011-06-21 01:06:40.020000+02:00,Resource06,2011-08-16 01:06:40.020000+02:00,General,Group 5,case-8745,2011-08-16 01:06:40+02:00,Internet,2011-08-25 12:17:08.219000+02:00
7015,Group 1,task-36911,Resource06,T06 Determine necessity of stop advice,2011-08-22 12:23:34.814000+02:00,complete,2011-06-21 01:06:40.020000+02:00,Resource06,2011-08-16 01:06:40.020000+02:00,General,Group 5,case-8745,2011-08-16 01:06:40+02:00,Internet,2011-08-25 12:17:08.219000+02:00
7016,Group 4,task-36910,Resource06,T02 Check confirmation of receipt,2011-08-22 12:23:58.319000+02:00,complete,2011-06-21 01:06:40.020000+02:00,Resource06,2011-08-16 01:06:40.020000+02:00,General,Group 5,case-8745,2011-08-16 01:06:40+02:00,Internet,2011-08-25 12:17:08.219000+02:00
7017,Group 3,task-36913,Resource06,T04 Determine confirmation of receipt,2011-08-22 12:24:25.690000+02:00,complete,2011-06-21 01:06:40.020000+02:00,Resource06,2011-08-16 01:06:40.020000+02:00,General,Group 5,case-8745,2011-08-16 01:06:40+02:00,Internet,2011-08-25 12:17:08.219000+02:00
7018,Group 2,task-36914,Resource06,T05 Print and send confirmation of receipt,2011-08-22 12:24:44.996000+02:00,complete,2011-06-21 01:06:40.020000+02:00,Resource06,2011-08-16 01:06:40.020000+02:00,General,Group 5,case-8745,2011-08-16 01:06:40+02:00,Internet,2011-08-25 12:17:08.219000+02:00
7019,Group 1,task-36912,Resource06,T10 Determine necessity to stop indication,2011-08-22 12:25:01.725000+02:00,complete,2011-06-21 01:06:40.020000+02:00,Resource06,2011-08-16 01:06:40.020000+02:00,General,Group 5,case-8745,2011-08-16 01:06:40+02:00,Internet,2011-08-25 12:17:08.219000+02:00
7020,Group 1,task-33195,Resource27,Confirmation of receipt,2011-07-22 10:48:01.228000+02:00,complete,2011-07-19 01:06:40.020000+02:00,Resource06,2011-09-13 01:06:40.020000+02:00,General,Group 5,case-8746,2011-09-13 01:06:40+02:00,Internet,2011-08-23 12:25:02.669000+02:00
7021,EMPTY,task-33198,Resource06,T02 Check confirmation of receipt,2011-08-03 13:20:28.954000+02:00,complete,2011-07-19 01:06:40.020000+02:00,Resource06,2011-09-13 01:06:40.020000+02:00,General,Group 5,case-8746,2011-09-13 01:06:40+02:00,Internet,2011-08-23 12:25:02.669000+02:00
7022,Group 3,task-35065,Resource06,T04 Determine confirmation of receipt,2011-08-03 13:20:52.370000+02:00,complete,2011-07-19 01:06:40.020000+02:00,Resource06,2011-09-13 01:06:40.020000+02:00,General,Group 5,case-8746,2011-09-13 01:06:40+02:00,Internet,2011-08-23 12:25:02.669000+02:00
7023,Group 1,task-33199,Resource06,T06 Determine necessity of stop advice,2011-08-03 13:21:11.212000+02:00,complete,2011-07-19 01:06:40.020000+02:00,Resource06,2011-09-13 01:06:40.020000+02:00,General,Group 5,case-8746,2011-09-13 01:06:40+02:00,Internet,2011-08-23 12:25:02.669000+02:00
7024,Group 2,task-35066,Resource06,T05 Print and send confirmation of receipt,2011-08-03 13:21:35.152000+02:00,complete,2011-07-19 01:06:40.020000+02:00,Resource06,2011-09-13 01:06:40.020000+02:00,General,Group 5,case-8746,2011-09-13 01:06:40+02:00,Internet,2011-08-23 12:25:02.669000+02:00
7025,Group 1,task-35067,Resource06,T10 Determine necessity to stop indication,2011-08-22 12:40:05.437000+02:00,complete,2011-07-19 01:06:40.020000+02:00,Resource06,2011-09-13 01:06:40.020000+02:00,General,Group 5,case-8746,2011-09-13 01:06:40+02:00,Internet,2011-08-23 12:25:02.669000+02:00
7026,EMPTY,task-33209,Resource01,Confirmation of receipt,2011-07-28 14:15:09.454000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-10-10 01:06:40.020000+02:00,General,Group 8,case-8749,2011-10-10 01:06:40+02:00,Internet,2011-08-31 14:45:05.672000+02:00
7027,Group 4,task-34103,Resource01,T02 Check confirmation of receipt,2011-07-28 14:15:30.018000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-10-10 01:06:40.020000+02:00,General,Group 8,case-8749,2011-10-10 01:06:40+02:00,Internet,2011-08-31 14:45:05.672000+02:00
7028,Group 3,task-34105,Resource01,T04 Determine confirmation of receipt,2011-07-28 14:15:47.739000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-10-10 01:06:40.020000+02:00,General,Group 8,case-8749,2011-10-10 01:06:40+02:00,Internet,2011-08-31 14:45:05.672000+02:00
7029,Group 2,task-34106,Resource01,T05 Print and send confirmation of receipt,2011-07-28 14:16:30.610000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-10-10 01:06:40.020000+02:00,General,Group 8,case-8749,2011-10-10 01:06:40+02:00,Internet,2011-08-31 14:45:05.672000+02:00
7030,Group 1,task-34104,Resource01,T06 Determine necessity of stop advice,2011-07-28 14:17:02.058000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-10-10 01:06:40.020000+02:00,General,Group 8,case-8749,2011-10-10 01:06:40+02:00,Internet,2011-08-31 14:45:05.672000+02:00
7031,Group 1,task-34107,Resource01,T10 Determine necessity to stop indication,2011-07-28 14:17:29.758000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-10-10 01:06:40.020000+02:00,General,Group 8,case-8749,2011-10-10 01:06:40+02:00,Internet,2011-08-31 14:45:05.672000+02:00
7032,EMPTY,task-33218,Resource01,Confirmation of receipt,2011-08-04 10:46:20.281000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-08-18 01:06:40.020000+02:00,General,Group 8,case-8750,2011-08-18 01:06:40+02:00,Internet,2011-09-29 09:43:32.752000+02:00
7033,Group 4,task-35329,Resource01,T02 Check confirmation of receipt,2011-08-04 10:47:05.590000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-08-18 01:06:40.020000+02:00,General,Group 8,case-8750,2011-08-18 01:06:40+02:00,Internet,2011-09-29 09:43:32.752000+02:00
7034,Group 3,task-35331,Resource01,T04 Determine confirmation of receipt,2011-08-04 10:47:53.263000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-08-18 01:06:40.020000+02:00,General,Group 8,case-8750,2011-08-18 01:06:40+02:00,Internet,2011-09-29 09:43:32.752000+02:00
7035,Group 2,task-35332,Resource01,T05 Print and send confirmation of receipt,2011-08-04 10:48:09.930000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-08-18 01:06:40.020000+02:00,General,Group 8,case-8750,2011-08-18 01:06:40+02:00,Internet,2011-09-29 09:43:32.752000+02:00
7036,Group 1,task-35330,Resource01,T06 Determine necessity of stop advice,2011-08-04 10:48:27.068000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-08-18 01:06:40.020000+02:00,General,Group 8,case-8750,2011-08-18 01:06:40+02:00,Internet,2011-09-29 09:43:32.752000+02:00
7037,Group 1,task-35333,Resource01,T10 Determine necessity to stop indication,2011-08-04 10:50:23.515000+02:00,complete,2011-06-22 01:06:40.020000+02:00,Resource01,2011-08-18 01:06:40.020000+02:00,General,Group 8,case-8750,2011-08-18 01:06:40+02:00,Internet,2011-09-29 09:43:32.752000+02:00
7038,EMPTY,task-33238,Resource22,Confirmation of receipt,2011-10-11 08:56:02.200000+02:00,complete,2011-07-22 14:46:57.572000+02:00,Resource22,2011-09-16 14:46:57.572000+02:00,General,Group 5,case-8754,2011-09-16 14:46:57.572000+02:00,Internet,2011-10-13 14:29:53.414000+02:00
7039,Group 4,task-42705,Resource22,T02 Check confirmation of receipt,2011-10-11 08:56:39.384000+02:00,complete,2011-07-22 14:46:57.572000+02:00,Resource22,2011-09-16 14:46:57.572000+02:00,General,Group 5,case-8754,2011-09-16 14:46:57.572000+02:00,Internet,2011-10-13 14:29:53.414000+02:00
7040,Group 3,task-42707,Resource22,T04 Determine confirmation of receipt,2011-10-11 08:57:13.231000+02:00,complete,2011-07-22 14:46:57.572000+02:00,Resource22,2011-09-16 14:46:57.572000+02:00,General,Group 5,case-8754,2011-09-16 14:46:57.572000+02:00,Internet,2011-10-13 14:29:53.414000+02:00
7041,Group 2,task-42708,Resource22,T05 Print and send confirmation of receipt,2011-10-11 08:57:52.094000+02:00,complete,2011-07-22 14:46:57.572000+02:00,Resource22,2011-09-16 14:46:57.572000+02:00,General,Group 5,case-8754,2011-09-16 14:46:57.572000+02:00,Internet,2011-10-13 14:29:53.414000+02:00
7042,Group 1,task-42706,Resource22,T06 Determine necessity of stop advice,2011-10-11 08:58:46.644000+02:00,complete,2011-07-22 14:46:57.572000+02:00,Resource22,2011-09-16 14:46:57.572000+02:00,General,Group 5,case-8754,2011-09-16 14:46:57.572000+02:00,Internet,2011-10-13 14:29:53.414000+02:00
7043,Group 1,task-42711,Resource22,T10 Determine necessity to stop indication,2011-10-11 09:01:50.310000+02:00,complete,2011-07-22 14:46:57.572000+02:00,Resource22,2011-09-16 14:46:57.572000+02:00,General,Group 5,case-8754,2011-09-16 14:46:57.572000+02:00,Internet,2011-10-13 14:29:53.414000+02:00
7044,EMPTY,task-33239,Resource06,Confirmation of receipt,2011-07-29 08:15:08.678000+02:00,complete,2011-06-29 01:06:40.020000+02:00,Resource06,2011-08-24 01:06:40.020000+02:00,General,Group 5,case-8755,2011-08-24 01:06:40+02:00,Internet,2011-09-14 09:58:37.835000+02:00
7045,Group 1,task-34294,Resource06,T06 Determine necessity of stop advice,2011-07-29 09:39:24.256000+02:00,complete,2011-06-29 01:06:40.020000+02:00,Resource06,2011-08-24 01:06:40.020000+02:00,General,Group 5,case-8755,2011-08-24 01:06:40+02:00,Internet,2011-09-14 09:58:37.835000+02:00
7046,Group 4,task-34293,Resource06,T02 Check confirmation of receipt,2011-07-29 09:39:53.035000+02:00,complete,2011-06-29 01:06:40.020000+02:00,Resource06,2011-08-24 01:06:40.020000+02:00,General,Group 5,case-8755,2011-08-24 01:06:40+02:00,Internet,2011-09-14 09:58:37.835000+02:00
7047,Group 3,task-34325,Resource06,T04 Determine confirmation of receipt,2011-07-29 09:40:15.528000+02:00,complete,2011-06-29 01:06:40.020000+02:00,Resource06,2011-08-24 01:06:40.020000+02:00,General,Group 5,case-8755,2011-08-24 01:06:40+02:00,Internet,2011-09-14 09:58:37.835000+02:00
7048,Group 1,task-34324,Resource06,T10 Determine necessity to stop indication,2011-07-29 09:40:36.549000+02:00,complete,2011-06-29 01:06:40.020000+02:00,Resource06,2011-08-24 01:06:40.020000+02:00,General,Group 5,case-8755,2011-08-24 01:06:40+02:00,Internet,2011-09-14 09:58:37.835000+02:00
7049,Group 2,task-34326,Resource06,T05 Print and send confirmation of receipt,2011-07-29 09:42:33.038000+02:00,complete,2011-06-29 01:06:40.020000+02:00,Resource06,2011-08-24 01:06:40.020000+02:00,General,Group 5,case-8755,2011-08-24 01:06:40+02:00,Internet,2011-09-14 09:58:37.835000+02:00
7050,EMPTY,task-33282,Resource04,Confirmation of receipt,2011-07-27 11:17:45.605000+02:00,complete,2011-07-20 01:06:40.020000+02:00,Resource04,2012-02-28 00:00:00.010000+01:00,General,Group 5,case-8770,2012-02-28 00:00:00+01:00,Internet,
7051,Group 4,task-33760,Resource04,T02 Check confirmation of receipt,2011-07-27 11:18:15.869000+02:00,complete,2011-07-20 01:06:40.020000+02:00,Resource04,2012-02-28 00:00:00.010000+01:00,General,Group 5,case-8770,2012-02-28 00:00:00+01:00,Internet,
7052,Group 3,task-33762,Resource04,T04 Determine confirmation of receipt,2011-07-27 11:18:38.442000+02:00,complete,2011-07-20 01:06:40.020000+02:00,Resource04,2012-02-28 00:00:00.010000+01:00,General,Group 5,case-8770,2012-02-28 00:00:00+01:00,Internet,
7053,Group 2,task-33763,Resource04,T05 Print and send confirmation of receipt,2011-07-27 11:18:59.417000+02:00,complete,2011-07-20 01:06:40.020000+02:00,Resource04,2012-02-28 00:00:00.010000+01:00,General,Group 5,case-8770,2012-02-28 00:00:00+01:00,Internet,
7054,Group 1,task-33761,Resource04,T06 Determine necessity of stop advice,2011-07-27 11:19:14.054000+02:00,complete,2011-07-20 01:06:40.020000+02:00,Resource04,2012-02-28 00:00:00.010000+01:00,General,Group 5,case-8770,2012-02-28 00:00:00+01:00,Internet,
7055,Group 1,task-33764,Resource04,T10 Determine necessity to stop indication,2011-07-27 11:19:37.618000+02:00,complete,2011-07-20 01:06:40.020000+02:00,Resource04,2012-02-28 00:00:00.010000+01:00,General,Group 5,case-8770,2012-02-28 00:00:00+01:00,Internet,
7056,EMPTY,task-33285,Resource04,Confirmation of receipt,2011-08-02 14:13:47.848000+02:00,complete,2011-07-21 01:06:40.020000+02:00,Resource04,2011-10-26 01:06:40.020000+02:00,General,Group 5,case-8771,2011-10-26 01:06:40+02:00,Internet,2011-10-05 10:31:29.082000+02:00
7057,Group 4,task-34932,Resource04,T02 Check confirmation of receipt,2011-08-02 14:14:05.540000+02:00,complete,2011-07-21 01:06:40.020000+02:00,Resource04,2011-10-26 01:06:40.020000+02:00,General,Group 5,case-8771,2011-10-26 01:06:40+02:00,Internet,2011-10-05 10:31:29.082000+02:00
7058,Group 3,task-34934,Resource04,T04 Determine confirmation of receipt,2011-08-02 14:14:30.759000+02:00,complete,2011-07-21 01:06:40.020000+02:00,Resource04,2011-10-26 01:06:40.020000+02:00,General,Group 5,case-8771,2011-10-26 01:06:40+02:00,Internet,2011-10-05 10:31:29.082000+02:00
7059,Group 2,task-34936,Resource04,T05 Print and send confirmation of receipt,2011-08-02 14:14:48.326000+02:00,complete,2011-07-21 01:06:40.020000+02:00,Resource04,2011-10-26 01:06:40.020000+02:00,General,Group 5,case-8771,2011-10-26 01:06:40+02:00,Internet,2011-10-05 10:31:29.082000+02:00
7060,Group 1,task-34933,Resource04,T06 Determine necessity of stop advice,2011-08-02 14:15:03.233000+02:00,complete,2011-07-21 01:06:40.020000+02:00,Resource04,2011-10-26 01:06:40.020000+02:00,General,Group 5,case-8771,2011-10-26 01:06:40+02:00,Internet,2011-10-05 10:31:29.082000+02:00
7061,Group 1,task-34937,Resource04,T10 Determine necessity to stop indication,2011-08-02 14:15:23.192000+02:00,complete,2011-07-21 01:06:40.020000+02:00,Resource04,2011-10-26 01:06:40.020000+02:00,General,Group 5,case-8771,2011-10-26 01:06:40+02:00,Internet,2011-10-05 10:31:29.082000+02:00
7062,EMPTY,task-33290,admin2,Confirmation of receipt,2011-07-26 14:53:09.884000+02:00,complete,2011-07-22 01:06:40.020000+02:00,Resource06,2011-09-16 01:06:40.020000+02:00,General,Group 5,case-8774,2011-09-16 01:06:40+02:00,Internet,2011-07-26 14:53:09.051000+02:00
7063,EMPTY,task-33293,Resource01,Confirmation of receipt,2011-07-28 15:36:16.459000+02:00,complete,2011-07-22 01:06:40.020000+02:00,Resource11,2011-09-16 01:06:40.020000+02:00,General,Group 8,case-8775,2011-09-16 01:06:40+02:00,Internet,2011-08-09 09:26:18.340000+02:00
7064,Group 4,task-34234,Resource01,T02 Check confirmation of receipt,2011-07-28 15:37:25.361000+02:00,complete,2011-07-22 01:06:40.020000+02:00,Resource11,2011-09-16 01:06:40.020000+02:00,General,Group 8,case-8775,2011-09-16 01:06:40+02:00,Internet,2011-08-09 09:26:18.340000+02:00
7065,Group 3,task-34236,Resource01,T04 Determine confirmation of receipt,2011-07-28 15:38:37.719000+02:00,complete,2011-07-22 01:06:40.020000+02:00,Resource11,2011-09-16 01:06:40.020000+02:00,General,Group 8,case-8775,2011-09-16 01:06:40+02:00,Internet,2011-08-09 09:26:18.340000+02:00
7066,Group 2,task-34237,Resource01,T05 Print and send confirmation of receipt,2011-07-28 15:39:54.922000+02:00,complete,2011-07-22 01:06:40.020000+02:00,Resource11,2011-09-16 01:06:40.020000+02:00,General,Group 8,case-8775,2011-09-16 01:06:40+02:00,Internet,2011-08-09 09:26:18.340000+02:00
7067,Group 1,task-34235,Resource01,T06 Determine necessity of stop advice,2011-07-28 15:40:15.659000+02:00,complete,2011-07-22 01:06:40.020000+02:00,Resource11,2011-09-16 01:06:40.020000+02:00,General,Group 8,case-8775,2011-09-16 01:06:40+02:00,Internet,2011-08-09 09:26:18.340000+02:00
